id_grupo_consulta,mes,id_m_persistente,version_receta,barraf_origen,factor_origen_m,fila_origen_posicion,rz_soc_suministrador,rut_suministrador,mwh_origen,mwh_destino_agregado,fila_destino_posicion
CONSULTA:a4205d67a4968408329311f0,2511,M:062717df182b3df1d33f1993,dbb4b44449677773190c6706172f25650c4ffa6845ea90e28ae9fe48634b5bf7,GEOGLIFOS_____220,1.0,1701,AES Andes S.A.,94272000-9,4448.634201,4448.634201,1701
CONSULTA:ab735856ac378d78b0d1d874,2511,M:8f93ea8028c008a73589bda1,3a5221c67ddf70b8ab501b7b8a72e8afbd1e3db8f87f25cb658b6349982831e6,PUERTOPATACHE_220,1.0,3685,AES Andes S.A.,94272000-9,10561.62649,10561.62649,3685
CONSULTA:c5cccee4aaa9b9baebfe939c,2511,M:16fa897f615f8e1709975069,3880ed26381064a93ad40e10a8f1b1abc62ee35df373efe30b68cbd7f8388087,H.FUENTES_____013,1.0,1744,Acciona Energía Chile Holdings S.A.,76437712-5,346.80667800000003,346.80667800000003,1744
CONSULTA:786bd678ecd8c486c6c02344,2511,M:a0034a2b3281c3c095a2abfb,d1aa5165e88e07de2fdcca16755861e92c40d6df9f5cd9018952db24596f2a17,M.V.CEN.______154,1.0,3000,Empresa Eléctrica Pehuenche S.A.,96504980-0,29313.688092,29313.688092,3000
CONSULTA:b965b3afca77e5d3b785f53d,2511,M:096853af3da0c136f9d0075d,a90025330e68459f079ea5591d07f2d52d1cc55372b821628c82fe3498cb170c,QUINTERO______013,1.0,3892,AES Andes S.A.,94272000-9,39.202646,39.202646,3892
CONSULTA:b965b3afca77e5d3b785f53d,2511,M:096853af3da0c136f9d0075d,a90025330e68459f079ea5591d07f2d52d1cc55372b821628c82fe3498cb170c,QUINTERO______013,1.0,3893,AES Andes S.A.,94272000-9,608.449336,608.449336,3893
CONSULTA:8b19708a7bc0f74457ddb428,2511,M:16f97ab6ff0d7a8dfd4b552b,0c607dd4b375e3840e96abde11bc586c021222475cc5458a5488083bed12d7ae,CHACAYA_______004,1.0,835,Engie Energía Chile S.A.,88006900-4,354.487347,354.487347,835
CONSULTA:3a8734f241a0bb6fc3cac54c,2511,M:3c98484ffbef5163281c6f42,c1767a042ee1d78888296d28f4875603a9e93f0af7099e6604114fed58fc73e3,ELABRA________220,1.0,1529,Engie Energía Chile S.A.,88006900-4,57806.429585,57806.429585,1529
CONSULTA:f8141271ffd063385c76dde8,2511,M:2b0754553faec513d2ca6fa3,1345c0d2818780af1352e0fa695f713b3508f260fbe6282143541720667a1580,TENO__________013,1.0,4871,Colbún S.A.,96505760-9,5850.079644,5850.079644,4871
CONSULTA:025af07ffe7282849f11abf4,2511,M:1a7b2d21681a7825bb4ced4a,ed162639157cebcbc15bfb1ea7e15880e7bde271e95fb151f6a78dc1a5327f1d,INACESA_______023,1.0,1773,Colbún S.A.,96505760-9,3919.166249,3919.166249,1773
CONSULTA:cd3daacf23fe5b05268c9e45,2511,M:714f157540a799f9c0765d10,1e409a07f7e7e79097088d8a790e4bd8c9d4f6195f813e99805bf8f97c0bcf27,MEJILLONES____110,1.0,2953,Acierta Energía SpA,77333033-6,28.964779999999998,28.964779999999998,2953
CONSULTA:0cc2668c0f5cd25f6a5f061c,2511,M:437c269a1ac6589d79a87e68,700fe5613875706db1dae0adfb627b54cfd78cdbb5fcc8fb7fe3353a39617a2a,CHUMPULLO_____066,1.0,1174,Enel Generación Chile S.A.,91081000-6,2492.0017009999997,2492.0017009999997,1174
CONSULTA:fe7d7de8f523c3b8553b276e,2511,M:48d1c0bd2ace76e44c1b730d,0ecc6787a97666aeaf2808524e230dbdca57d68082e5032118a4cb17846a6ff3,PROCART_______220,1.0,3590,Colbún S.A.,96505760-9,9944.166508,9944.166508,3590
CONSULTA:fe7d7de8f523c3b8553b276e,2511,M:48d1c0bd2ace76e44c1b730d,0ecc6787a97666aeaf2808524e230dbdca57d68082e5032118a4cb17846a6ff3,PROCART_______220,1.0,3591,Enel Generación Chile S.A.,91081000-6,23203.055184999997,23203.055184999997,3591
CONSULTA:d499c16e5c99b38f207285e6,2511,M:3eef09b68619fafebb4e03df,5c8c6ae2eee22d2bdd45d680033af1d616017d9eb555d65cc8be96b14a37bf3d,C.BIOBIO______066,1.0,825,Colbún S.A.,96505760-9,2264.479912,2264.479912,825
CONSULTA:2dc5bec26c012f41de8dfeae,2511,M:c86b96d88588d81214a0c8da,1ccb9d439620bb420506191df4139f8a1236056e2dc18a06015a97b88c209038,FIBRANOVA_____066,1.0,1686,Atria Energía SpA,76827288-3,1578.713449,1578.713449,1686
CONSULTA:5c427b7645034dfd1ce3ad3c,2511,M:a631f549f57985254dbd52a0,27940206027f2a0aed05f320b0f1b9a1d723729e4d05c8cf6ce6d38e07cc3471,TOFF.DOLORES__023,1.0,4820,Engie Energía Chile S.A.,88006900-4,44.363218,44.363218,4820
CONSULTA:67416d5163e3d1d013f1bfda,2511,M:85bc60cb7305fdc225f99d77,2b82d391f5aa95c7d0b6539b0ac137771a6c7f559bdf6d8a26464747f893ff76,MEJILLONES____023,1.0,2955,Colbún S.A.,96505760-9,1081.943622,1081.943622,2955
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,CENTELLA______220,1.0,826,AES Andes S.A.,94272000-9,20449.516607,28740.712675000002,3831
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,QUILLOTA______220,1.0,3831,AES Andes S.A.,94272000-9,8291.196068,28740.712675000002,3831
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,CENTELLA______220,1.0,827,Alto Maipo SpA,76170761-2,46913.596947,65934.57625499999,3832
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,QUILLOTA______220,1.0,3832,Alto Maipo SpA,76170761-2,19020.979307999998,65934.57625499999,3832
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,CENTELLA______220,1.0,828,Parque Eólico El Arrayán SpA,76068557-7,3137.102935,4585.622173,3833
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,QUILLOTA______220,1.0,3833,Parque Eólico El Arrayán SpA,76068557-7,1448.5192379999999,4585.622173,3833
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,CENTELLA______220,1.0,829,Conejo Solar SpA,76376829-5,11128.030623,16096.239654,3834
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,QUILLOTA______220,1.0,3834,Conejo Solar SpA,76376829-5,4968.209031,16096.239654,3834
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,CENTELLA______220,1.0,830,Javiera SpA,76376635-7,9923.870004,12703.286223000001,3835
CONSULTA:40f9c979c1b33fdc7ada284c,2511,M:1f24d4bc450f3e5e9b06c51d,7fb32ee01e89079cb70d6ef7dcffa5ee60d1bc60fa7ae34451eacd9339834687,QUILLOTA______220,1.0,3835,Javiera SpA,76376635-7,2779.416219,12703.286223000001,3835
CONSULTA:1c51643f3d7426902c96366a,2511,M:dd0c0a22b2ae95593bd36442,94accd2a8af312d6dd26dbee07dd4694395ade0d68c2135ff09fd4e35aa60312,L.VILOS_______220,1.0,2677,AES Andes S.A.,94272000-9,570.522093,570.522093,2677
CONSULTA:1c51643f3d7426902c96366a,2511,M:dd0c0a22b2ae95593bd36442,94accd2a8af312d6dd26dbee07dd4694395ade0d68c2135ff09fd4e35aa60312,L.VILOS_______220,1.0,2678,Parque Eólico El Arrayán SpA,76068557-7,3461.550296,3461.550296,2678
CONSULTA:af7c2a1b07027f8cbec9cf97,2511,M:a83c0cab68b4dd37948ec2eb,7a1c64630d34cf7ead7c093f8f3383f6c91c500a735218c38bb075680432c5a8,MEJILLONES____110,1.0,2951,Engie Energía Chile S.A.,88006900-4,3.137574,3.137574,2951
CONSULTA:05fe877f5962d439a059c85a,2511,M:59530ca46122ab46816dceab,7babbff51647d3a57c480f56bd9157f7b6907a2979e7b51c6d7b2b1853bfcf22,FIBRANOVA_____066,1.0,1685,Neomas SpA,76112774-8,2727.6321150000003,2727.6321150000003,1685
CONSULTA:a3bf749a3ec2c26cc47b6cd7,2511,M:dcd58ed99b5ce36955e111d3,f75ac7d9715b112b53dc34d2043d1f0bc88905f02d927194c736da8307c6b341,MAPAL_________154,1.0,2872,Enel Generación Chile S.A.,91081000-6,1616.7780830000002,1616.7780830000002,2872
CONSULTA:a3bf749a3ec2c26cc47b6cd7,2511,M:dcd58ed99b5ce36955e111d3,f75ac7d9715b112b53dc34d2043d1f0bc88905f02d927194c736da8307c6b341,MAPAL_________154,1.0,2873,Neomas SpA,76112774-8,404.194521,404.194521,2873
CONSULTA:69803c58f64bc880869fbbc6,2511,M:77366f6105ea7c4ced85c457,363ca9a3db577e4d1c52a1b58353ca3eeb89db002dd6ef41895a24472b92235c,MASISA________066,1.0,667,Enel Generación Chile S.A.,91081000-6,9000.0,9000.0,667
CONSULTA:69803c58f64bc880869fbbc6,2511,M:77366f6105ea7c4ced85c457,363ca9a3db577e4d1c52a1b58353ca3eeb89db002dd6ef41895a24472b92235c,MASISA________066,1.0,668,Neomas SpA,76112774-8,1303.0447239999999,1303.0447239999999,668
CONSULTA:f6bb6d943b0b3da51791274e,2511,M:8d823c2ac3653a027dffb04f,c4ddb2af7b4a24533c6603ed5dafdb7487aa29416a5dcdc59b69ed676505fb5a,PALTO_________110,1.0,3626,Enel Generación Chile S.A.,91081000-6,15157.379933,15157.379933,3626
CONSULTA:d9c663317a67462ac60439fa,2511,M:21a5ffd52c11945df9f9995b,849eadd693bc6658075b9f9213160ce760736588f9c40df5bf07ad9e9bd71ff3,P.ALMONTE_____066,1.0,3589,Engie Energía Chile S.A.,88006900-4,7.713842,7.713842,3589
CONSULTA:ab5132b0a6d0c72c70f63b06,2511,M:e7eac7fcf0eb9ab0f2d789e0,f84a4a309f988df75dbec7c104adde66adadc0880d727ba6023cd68caea7c2d5,TARAPACA______220,1.0,4862,Enel Generación Chile S.A.,91081000-6,92.686234,92.686234,4862
CONSULTA:9b7a118b52a00a4879879828,2511,M:3fa4fd75ad5a7c2f55f34f85,b307d6403b90dfd513dd1e46c92e8211e28465e0367b88667e22cc27bfb88535,EKA.CHILE_____154,1.0,1527,Arauco Bioenergía SpA,96547510-9,23282.620329999998,23282.620329999998,1527
CONSULTA:9b7a118b52a00a4879879828,2511,M:3fa4fd75ad5a7c2f55f34f85,b307d6403b90dfd513dd1e46c92e8211e28465e0367b88667e22cc27bfb88535,EKA.CHILE_____154,1.0,1528,IEH Solar Chile SpA,76775253-9,2754.377,2754.377,1528
CONSULTA:9c460c29aedfd52c26eca9b3,2511,M:e2e1c4dda438d78d3c95085b,64842e7595777466354d8a1f7727b3d7ed4880e71755de45107efecc04659b8f,CASERONES_____220,1.0,2802,Enel Generación Chile S.A.,91081000-6,44441.871419,89605.84003400001,2802
CONSULTA:9c460c29aedfd52c26eca9b3,2511,M:e2e1c4dda438d78d3c95085b,64842e7595777466354d8a1f7727b3d7ed4880e71755de45107efecc04659b8f,VERBENAS______220,1.0,2804,Enel Generación Chile S.A.,91081000-6,45163.968615000005,89605.84003400001,2802
CONSULTA:ea30734e92ec11cee4621d6a,2511,M:06751059fd5d471752677bbb,f0c64b22368b1ec556ec9d61078488414f0417a8aafab4ba462cceae0c0b4454,MAESTRANZA____013,1.0,5146,Enel Generación Chile S.A.,91081000-6,1757.925402,1757.925402,5146
CONSULTA:8c462595f8c14b582396d5ad,2511,M:0cddd39a15076908c51a442b,13f829994f6405ae93c85e483662f2da63b0dd0ea4b72a81e7238f1cf8013647,RANCAGUA______154,1.0,3900,Enel Generación Chile S.A.,91081000-6,2036.615982,2036.615982,3900
CONSULTA:511535d2b3912b71bb755b6e,2511,M:b961fd1d2d7cf309b089eb7b,b7b5d6ab4442be3d1145bba6259b7f227a67705094f8de9b775939cc8b230e07,ANTOFAGASTA___013,1.0,311,Engie Energía Chile S.A.,88006900-4,1687.245993,1687.245993,311
CONSULTA:4a757c37e0c002b761d9ac83,2511,M:906c02ee8a91410b08a71b2d,0fa660ee64cec625939896758ebe2a45fcb2e17f2961adfe57e8888324f13b5c,TBARRILES_____220,1.0,4819,Safira Energía Chile SpA,76832212-0,5723.30795,5723.30795,4819
